pclass,sex,age,sibsp,parch,fare,alone,embarked_Q,embarked_S,family_size,age_group,survived
3,0,0.2871532189783799,-0.5395807406836497,-0.4914185045323982,2.3876839955219733,1,False,True,-0.6209019724523347,4,1
3,0,-0.23468379316776702,-0.5395807406836497,-0.4914185045323982,-0.8004560847293688,1,False,True,-0.6209019724523347,4,0
2,0,-2.0365124479638204,-0.5395807406836497,1.8018678499521268,0.5930473631283005,0,False,True,0.6750897809572659,1,1
3,1,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.4855308324617691,1,False,True,-0.6209019724523347,4,1
3,0,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.7123422835767761,1,False,True,-0.6209019724523347,4,0
3,0,0.06350878520145979,-0.5395807406836497,-0.4914185045323982,-0.6797075424091492,1,False,True,-0.6209019724523347,4,1
1,0,-0.01103935939084691,-0.5395807406836497,-0.4914185045323982,1.774424993396395,1,False,True,-0.6209019724523347,4,0
2,1,-0.8310689499062207,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,3,1
3,1,0.3617013635706866,2.516860165425708,-0.4914185045323982,-0.26524632958028743,0,False,True,1.3230856576620662,4,1
3,0,-0.9056170944985273,0.47923289468613633,2.9485110271943897,0.9438708306802899,0,False,True,1.9710815343668666,3,0
3,0,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,4,0
3,0,0.06350878520145979,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,4,0
3,0,-0.6074245161293006,-0.5395807406836497,-0.4914185045323982,-0.7871280564365101,1,False,True,-0.6209019724523347,4,0
1,0,1.3308272432706738,0.47923289468613633,-0.4914185045323982,2.6930929572650926,0,False,True,0.027093904252465585,0,0
3,0,-0.1601356485754603,0.47923289468613633,1.8018678499521268,0.04315197445378691,0,False,True,1.3230856576620662,4,0
3,0,2.299953122970661,-0.5395807406836497,-0.4914185045323982,-0.8265638776634704,1,False,True,-0.6209019724523347,0,0
1,0,-0.3837800823523804,-0.5395807406836497,0.6552246727098643,2.8355958180476524,0,False,False,0.027093904252465585,4,1
2,1,0.4362495081629933,-0.5395807406836497,0.6552246727098643,0.2014304691167775,0,False,True,0.027093904252465585,4,1
2,0,0.4362495081629933,0.47923289468613633,-0.4914185045323982,0.397238916122539,0,False,True,0.027093904252465585,4,0
3,1,-0.01103935939084691,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,4,0
3,0,0.3617013635706866,-0.5395807406836497,-0.4914185045323982,-0.734912470568307,1,False,True,-0.6209019724523347,4,0
3,0,0.6598939419399135,1.4980465300559223,-0.4914185045323982,-0.782506977087174,0,False,True,0.6750897809572659,0,0
3,0,-0.01103935939084691,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,4,0
3,1,-0.5328763715369939,-0.5395807406836497,-0.4914185045323982,-0.8004560847293688,1,False,True,-0.6209019724523347,4,1
3,0,0.7344420865322201,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,0,0
1,0,1.4053753878629804,-0.5395807406836497,-0.4914185045323982,2.094245456839139,1,False,True,-0.6209019724523347,0,0
3,1,-1.0174393113869875,0.47923289468613633,-0.4914185045323982,-0.3563494730238347,0,False,False,0.027093904252465585,3,0
3,0,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,4,0
3,1,-0.6074245161293006,0.47923289468613633,-0.4914185045323982,-0.6584949606501918,0,False,True,0.027093904252465585,4,0
3,1,-0.8310689499062207,-0.5395807406836497,-0.4914185045323982,-0.3560818681462602,1,False,False,-0.6209019724523347,3,0
3,0,-0.5328763715369939,-0.5395807406836497,-0.4914185045323982,-0.782506977087174,1,False,True,-0.6209019724523347,4,0
2,0,0.06350878520145979,0.47923289468613633,-0.4914185045323982,0.07089150444626983,0,False,True,0.027093904252465585,4,0
3,1,-1.9492911187908213,3.5356738007954944,1.8018678499521268,0.7415354354410029,0,False,True,3.2670732877764674,1,0
2,0,-0.5328763715369939,1.4980465300559223,-0.4914185045323982,3.4975393270470962,0,False,True,0.6750897809572659,4,0
2,0,0.32442729127453324,0.47923289468613633,-0.4914185045323982,0.6629379248128902,0,False,False,0.027093904252465585,4,0
2,1,0.32442729127453324,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,1
3,0,-1.203809672867754,0.47923289468613633,-0.4914185045323982,-0.5660276850258377,0,False,False,0.027093904252465585,1,1
3,0,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.8336325626003783,1,False,True,-0.6209019724523347,4,1
3,0,1.2562790986783672,-0.5395807406836497,-0.4914185045323982,-0.8445129853056652,1,False,True,-0.6209019724523347,0,0
3,0,0.3617013635706866,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,False,-0.6209019724523347,4,0
3,0,-0.6074245161293006,-0.5395807406836497,-0.4914185045323982,-0.8396177741305211,1,False,True,-0.6209019724523347,4,0
3,1,1.4053753878629804,0.47923289468613633,-0.4914185045323982,-0.3533601307328801,0,False,True,0.027093904252465585,0,0
2,0,-0.23468379316776702,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,0
2,0,-0.3837800823523804,-0.5395807406836497,-0.4914185045323982,-0.31773604727429855,1,False,False,-0.6209019724523347,4,0
1,1,-0.6819726607216072,-0.5395807406836497,1.8018678499521268,0.41572976046811644,0,False,True,0.6750897809572659,4,1
1,0,0.6598939419399135,0.47923289468613633,-0.4914185045323982,2.1660418874079177,0,False,True,0.027093904252465585,0,0
3,0,-0.9056170944985273,-0.5395807406836497,-0.4914185045323982,-0.6981983867547267,1,False,True,-0.6209019724523347,3,0
3,1,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.7939291364958434,1,False,True,-0.6209019724523347,4,1
3,1,-0.30923193776007374,0.47923289468613633,-0.4914185045323982,-0.26524632958028743,0,False,True,0.027093904252465585,4,1
3,0,-0.6819726607216072,-0.5395807406836497,-0.4914185045323982,-0.8591986188310973,1,True,False,-0.6209019724523347,4,0
2,0,-0.756520805313914,-0.5395807406836497,-0.4914185045323982,-0.5491685777386416,1,False,True,-0.6209019724523347,3,0
2,0,-0.6819726607216072,0.47923289468613633,0.6552246727098643,1.0988858512265176,0,False,True,0.6750897809572659,4,0
3,0,-0.08558750398315362,-0.5395807406836497,-0.4914185045323982,-0.7909397942048888,1,False,True,-0.6209019724523347,4,1
3,1,-1.4274541066446742,1.4980465300559223,1.8018678499521268,0.9438708306802899,0,False,True,1.9710815343668666,1,0
2,0,0.62261986964376,-0.5395807406836497,1.8018678499521268,0.397238916122539,0,False,True,0.6750897809572659,0,0
2,0,1.032634664901447,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,0,0
2,0,1.7035679662322074,-0.5395807406836497,-0.4914185045323982,-0.4822673583450064,1,False,True,-0.6209019724523347,0,0
1,1,-0.45832822694468717,0.47923289468613633,-0.4914185045323982,3.0471798989338446,0,False,True,0.027093904252465585,4,1
3,0,2.0390346168975877,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,0,0
3,0,0.9208124480129869,-0.5395807406836497,1.8018678499521268,-0.3533601307328801,0,False,True,0.6750897809572659,0,0
1,0,1.7035679662322074,-0.5395807406836497,0.6552246727098643,2.7064209855579513,0,False,False,0.027093904252465585,0,0
3,1,-0.9056170944985273,-0.5395807406836497,-0.4914185045323982,-0.7950191368508421,1,True,False,-0.6209019724523347,3,1
3,0,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,4,0
3,0,1.1817309540860603,-0.5395807406836497,0.6552246727098643,-0.24892895899647385,0,False,True,0.027093904252465585,0,0
2,1,0.8835383757168336,-0.5395807406836497,-0.4914185045323982,-0.2717732778138128,1,False,True,-0.6209019724523347,0,1
3,0,-0.1601356485754603,-0.5395807406836497,-0.4914185045323982,-0.792297399437462,1,False,True,-0.6209019724523347,4,0
3,0,-0.8310689499062207,-0.5395807406836497,-0.4914185045323982,-0.7343707338649244,1,False,True,-0.6209019724523347,3,0
3,0,-2.023839263383128,3.5356738007954944,0.6552246727098643,1.2906149555863258,0,False,True,2.6190774110716672,1,0
3,0,-1.4274541066446742,-0.5395807406836497,1.8018678499521268,0.03988850033702417,0,False,True,0.6750897809572659,1,1
3,1,1.2562790986783672,0.47923289468613633,4.0951542044366525,0.5212509325595212,0,False,True,2.6190774110716672,0,0
3,0,-0.01103935939084691,-0.5395807406836497,-0.4914185045323982,2.3876839955219733,1,False,True,-0.6209019724523347,4,0
1,0,2.4490494121552744,-0.5395807406836497,-0.4914185045323982,0.8867600336369428,1,False,True,-0.6209019724523347,2,0
3,0,-1.8001948296062078,3.5356738007954944,0.6552246727098643,0.6012060484202072,0,True,False,2.6190774110716672,1,0
3,1,-2.023839263383128,0.47923289468613633,0.6552246727098643,-0.5731028969109792,0,False,True,0.6750897809572659,1,1
1,0,2.076308689193741,-0.5395807406836497,-0.4914185045323982,0.7037313512724238,1,False,False,-0.6209019724523347,0,0
3,0,-0.756520805313914,0.47923289468613633,0.6552246727098643,-0.7871280564365101,0,False,True,0.6750897809572659,3,0
1,1,1.6290198216399006,-0.5395807406836497,-0.4914185045323982,0.5742823869569149,1,False,False,-0.6209019724523347,0,0
2,0,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,0
3,0,0.5853457973476067,-0.5395807406836497,-0.4914185045323982,-1.2997676245940606,1,False,True,-0.6209019724523347,0,0
3,0,-1.4274541066446742,3.5356738007954944,1.8018678499521268,0.748878252203719,0,False,True,3.2670732877764674,1,0
2,0,-2.023839263383128,1.4980465300559223,0.6552246727098643,1.245742186480839,0,False,True,1.3230856576620662,1,1
3,1,-1.8001948296062078,-0.5395807406836497,1.8018678499521268,0.13779272383990493,0,False,True,0.6750897809572659,1,1
1,0,1.2562790986783672,-0.5395807406836497,-0.4914185045323982,0.43313713140692867,1,False,True,-0.6209019724523347,0,1
3,0,0.8835383757168336,0.47923289468613633,0.6552246727098643,-0.2880906483976262,0,True,False,0.6750897809572659,0,0
3,0,0.5853457973476067,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,0,0
2,1,0.2871532189783799,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,1
2,0,-0.6819726607216072,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,0
3,1,-0.6819726607216072,0.47923289468613633,-0.4914185045323982,-0.7871280564365101,0,False,True,0.027093904252465585,4,1
2,0,-1.8747429741985144,0.47923289468613633,0.6552246727098643,0.397238916122539,0,False,True,0.6750897809572659,1,1
1,1,1.1817309540860603,-0.5395807406836497,-0.4914185045323982,0.5095546413250438,1,False,False,-0.6209019724523347,0,1
3,0,1.032634664901447,-0.5395807406836497,0.6552246727098643,-0.7512298411521204,0,False,True,0.027093904252465585,0,0
2,1,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,0
3,0,-0.01103935939084691,-0.5395807406836497,-0.4914185045323982,-0.6797075424091492,1,False,True,-0.6209019724523347,4,0
3,0,0.4362495081629933,-0.5395807406836497,-0.4914185045323982,-0.8757901212407189,1,False,True,-0.6209019724523347,4,0
3,0,1.2935531709745205,-0.5395807406836497,-0.4914185045323982,-0.8281956147218518,1,False,False,-0.6209019724523347,0,0
3,0,-0.756520805313914,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,3,1
3,1,-1.9492911187908213,-0.5395807406836497,0.6552246727098643,-0.6168856656614674,0,False,True,0.027093904252465585,1,0
3,0,0.2871532189783799,0.47923289468613633,-0.4914185045323982,-0.26524632958028743,0,False,True,0.027093904252465585,4,0
3,0,-0.1601356485754603,-0.5395807406836497,-0.4914185045323982,-0.07351722522047918,1,False,False,-0.6209019724523347,4,1
3,1,-0.9056170944985273,-0.5395807406836497,-0.4914185045323982,-0.7939291364958434,1,True,False,-0.6209019724523347,3,1
1,0,0.8835383757168336,-0.5395807406836497,-0.4914185045323982,0.7235863277988082,1,False,False,-0.6209019724523347,0,1
3,0,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.8396177741305211,1,False,True,-0.6209019724523347,4,0
2,1,0.5107976527553,-0.5395807406836497,-0.4914185045323982,0.07089150444626983,1,False,True,-0.6209019724523347,4,1
3,0,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.8265638776634704,1,False,True,-0.6209019724523347,4,0
3,1,-0.08558750398315362,-0.5395807406836497,-0.4914185045323982,-0.782506977087174,1,False,True,-0.6209019724523347,4,1
2,0,1.032634664901447,0.47923289468613633,-0.4914185045323982,0.46250839845779285,0,False,True,0.027093904252465585,0,0
2,0,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,4,0
3,0,-0.9056170944985273,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,3,1
2,0,-0.08558750398315362,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,4,0
3,0,1.7035679662322074,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,0,0
3,0,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.6894979647594374,1,False,True,-0.6209019724523347,4,0
2,0,-0.6819726607216072,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,4,1
3,0,-0.5701504438331472,-0.5395807406836497,-0.4914185045323982,-0.8265638776634704,1,False,True,-0.6209019724523347,4,0
2,0,-0.756520805313914,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,3,0
3,0,0.06350878520145979,-0.5395807406836497,-0.4914185045323982,-0.792297399437462,1,False,True,-0.6209019724523347,4,0
2,0,2.299953122970661,-0.5395807406836497,-0.4914185045323982,-0.4186296130681339,1,False,True,-0.6209019724523347,0,0
3,1,-1.7256466850139012,3.5356738007954944,1.8018678499521268,0.748878252203719,0,False,True,3.2670732877764674,1,1
2,0,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,4,0
2,0,1.1817309540860603,0.47923289468613633,-0.4914185045323982,0.397238916122539,0,False,True,0.027093904252465585,0,0
2,1,-1.502002251236981,-0.5395807406836497,1.8018678499521268,0.41355628670635247,0,False,True,0.6750897809572659,1,1
2,0,-0.6819726607216072,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,4,0
2,0,0.3617013635706866,-0.5395807406836497,-0.4914185045323982,-0.49858472892881983,1,False,True,-0.6209019724523347,4,0
2,0,0.06350878520145979,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,4,0
3,0,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.8347225629553771,1,False,True,-0.6209019724523347,4,0
3,0,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.8281956147218518,1,False,False,-0.6209019724523347,4,0
3,1,-0.23468379316776702,-0.5395807406836497,-0.4914185045323982,-0.792297399437462,1,False,True,-0.6209019724523347,4,0
2,1,-0.30923193776007374,-0.5395807406836497,1.8018678499521268,-0.3533601307328801,0,False,True,0.6750897809572659,4,1
1,0,0.6598939419399135,0.47923289468613633,0.6552246727098643,2.130417803949336,0,False,True,0.6750897809572659,0,1
2,0,1.9272124000091275,0.47923289468613633,-0.4914185045323982,0.397238916122539,0,False,True,0.027093904252465585,0,0
3,1,0.06350878520145979,0.47923289468613633,0.6552246727098643,-0.6168856656614674,0,False,True,0.6750897809572659,4,0
1,0,2.523597556747581,-0.5395807406836497,-0.4914185045323982,0.43313713140692867,1,False,True,-0.6209019724523347,2,0
3,0,0.1380569297937665,0.47923289468613633,-0.4914185045323982,-0.24892895899647385,0,False,True,0.027093904252465585,4,0
3,1,0.9580865203091402,-0.5395807406836497,1.8018678499521268,0.01949178710725735,0,False,True,0.6750897809572659,0,0
3,1,0.06350878520145979,-0.5395807406836497,1.8018678499521268,-0.3046821508072478,0,False,False,0.6750897809572659,4,1
2,1,1.6290198216399006,-0.5395807406836497,0.6552246727098643,0.397238916122539,0,False,True,0.027093904252465585,0,1
3,0,-1.8747429741985144,3.5356738007954944,1.8018678499521268,0.748878252203719,0,False,True,3.2670732877764674,1,1
1,0,0.8835383757168336,-0.5395807406836497,-0.4914185045323982,-1.2997676245940606,1,False,True,-0.6209019724523347,0,0
2,0,0.5853457973476067,-0.5395807406836497,-0.4914185045323982,-0.6144380600738953,1,False,True,-0.6209019724523347,0,0
3,0,-0.9056170944985273,3.5356738007954944,0.6552246727098643,1.2906149555863258,0,False,True,2.6190774110716672,3,0
3,0,-0.23468379316776702,0.47923289468613633,-0.4914185045323982,-0.792297399437462,0,False,True,0.027093904252465585,4,1
3,0,-0.23468379316776702,-0.5395807406836497,-0.4914185045323982,-1.2997676245940606,1,False,True,-0.6209019724523347,4,1
2,1,0.9580865203091402,-0.5395807406836497,0.6552246727098643,-0.027012719056610915,0,False,True,0.027093904252465585,0,1
1,0,0.6598939419399135,-0.5395807406836497,0.6552246727098643,0.6387360007629781,0,False,False,0.027093904252465585,0,0
3,1,1.2562790986783672,-0.5395807406836497,-0.4914185045323982,-0.7939291364958434,1,False,True,-0.6209019724523347,0,0
3,0,-1.5765503958292877,3.5356738007954944,0.6552246727098643,0.6012060484202072,0,True,False,2.6190774110716672,1,0
3,1,0.5107976527553,0.47923289468613633,0.6552246727098643,0.02193939269482946,0,False,True,0.6750897809572659,4,1
3,0,-0.01103935939084691,-0.5395807406836497,-0.4914185045323982,-0.7871280564365101,1,False,True,-0.6209019724523347,4,0
3,0,-0.9056170944985273,-0.5395807406836497,-0.4914185045323982,-0.6797075424091492,1,False,True,-0.6209019724523347,3,0
3,0,-0.6819726607216072,-0.5395807406836497,-0.4914185045323982,-0.7743482917952672,1,False,True,-0.6209019724523347,4,1
3,0,0.3617013635706866,-0.5395807406836497,-0.4914185045323982,-0.7343707338649244,1,False,False,-0.6209019724523347,4,0
3,0,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.6797075424091492,1,False,True,-0.6209019724523347,4,1
3,0,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,4,0
2,0,1.032634664901447,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,0,1
3,1,-0.45832822694468717,-0.5395807406836497,-0.4914185045323982,-0.7939291364958434,1,True,False,-0.6209019724523347,4,1
2,0,0.5853457973476067,-0.5395807406836497,-0.4914185045323982,-0.45942303952766755,1,False,False,-0.6209019724523347,0,0
3,1,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.7221327059270642,1,False,True,-0.6209019724523347,4,0
3,0,-0.30923193776007374,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,4,0
3,0,-0.3465060100562271,-0.5395807406836497,-0.4914185045323982,-0.8279214828960437,1,False,False,-0.6209019724523347,4,0
3,0,-0.6819726607216072,-0.5395807406836497,-0.4914185045323982,-1.2997676245940606,1,False,True,-0.6209019724523347,4,0
2,0,0.1380569297937665,0.47923289468613633,-0.4914185045323982,0.26669995145203135,0,False,False,0.027093904252465585,4,0
1,1,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,2.4159717891660715,1,False,False,-0.6209019724523347,4,1
2,1,-0.1601356485754603,0.47923289468613633,0.6552246727098643,0.397238916122539,0,False,True,0.6750897809572659,4,0
2,0,1.1071828094937537,0.47923289468613633,0.6552246727098643,0.41355628670635247,0,False,True,0.6750897809572659,0,0
3,1,-0.1601356485754603,-0.5395807406836497,-0.4914185045323982,-0.7871280564365101,1,False,True,-0.6209019724523347,4,1
2,1,-0.30923193776007374,0.47923289468613633,-0.4914185045323982,0.397238916122539,0,False,True,0.027093904252465585,4,1
2,0,1.9272124000091275,-0.5395807406836497,-0.4914185045323982,-0.38599487190050696,1,False,True,-0.6209019724523347,0,0
3,0,-0.08558750398315362,-0.5395807406836497,-0.4914185045323982,-0.7844128459713633,1,False,True,-0.6209019724523347,4,0
2,1,0.1380569297937665,-0.5395807406836497,-0.4914185045323982,-0.4936895177536758,1,True,False,-0.6209019724523347,4,1
2,1,-0.45832822694468717,0.47923289468613633,0.6552246727098643,0.5930473631283005,0,False,True,0.6750897809572659,4,1
3,0,2.4490494121552744,-0.5395807406836497,-0.4914185045323982,-0.8926492285279148,1,False,True,-0.6209019724523347,2,0
2,1,0.5853457973476067,-0.5395807406836497,-0.4914185045323982,-0.45126435423576083,1,False,True,-0.6209019724523347,0,1
3,1,0.2126050743860732,0.47923289468613633,0.6552246727098643,0.03988850033702417,0,False,True,0.6750897809572659,4,1
1,1,-0.9056170944985273,-0.5395807406836497,0.6552246727098643,2.484504745618088,0,False,False,0.027093904252465585,3,1
1,0,1.2935531709745205,-0.5395807406836497,-0.4914185045323982,0.5604126219606735,1,False,True,-0.6209019724523347,0,0
